customer_id,customer_age,customer_gender,customer_location,customer_membership,customer_engagement_score,order_id,order_date,order_value,order_frequency,payment_method,discount_applied,return_status,product_id,product_category,product_price,product_rating,inventory_status,source,recommendation_score
CUST00323,38,Male,Kolkata,Regular,28,ORD000323,2023-11-19,3830.02,2,Credit Card,30,No,PROD00323,Accessories,4345.93,2.0,In Stock,Email Marketing,7
CUST00324,47,Female,Pune,Regular,56,ORD000324,2023-11-20,2380.08,9,Wallet,1,No,PROD00324,Electronics,7762.51,1.3,In Stock,Email Marketing,1
CUST00325,50,Male,Bangalore,Regular,90,ORD000325,2023-11-21,2178.94,4,Wallet,38,No,PROD00325,Groceries,14818.2,1.3,In Stock,Word of Mouth,8
CUST00326,45,Female,Bangalore,Silver,94,ORD000326,2023-11-22,4686.7,9,Net Banking,14,No,PROD00326,Accessories,8411.02,3.6,In Stock,Social Media,4
CUST00327,64,Male,Mumbai,Silver,13,ORD000327,2023-11-23,1404.22,2,UPI,10,No,PROD00327,Clothing,14759.37,4.8,In Stock,Social Media,5
CUST00328,50,Male,Delhi,Silver,77,ORD000328,2023-11-24,778.15,4,Net Banking,33,No,PROD00328,Electronics,2359.93,1.0,Out of Stock,Google Ads,6
CUST00329,22,Male,Chennai,Gold,66,ORD000329,2023-11-25,3005.81,5,Wallet,38,No,PROD00329,Accessories,16139.63,3.9,Out of Stock,Social Media,3
CUST00330,36,Female,Delhi,Silver,37,ORD000330,2023-11-26,4852.74,2,Net Banking,3,No,PROD00330,Clothing,5138.83,3.6,In Stock,Word of Mouth,5
CUST00331,21,Male,Hyderabad,Regular,49,ORD000331,2023-11-27,2013.63,1,Wallet,10,No,PROD00331,Groceries,5053.69,3.9,In Stock,Social Media,10
CUST00332,52,Female,Hyderabad,Regular,66,ORD000332,2023-11-28,497.78,7,Net Banking,28,No,PROD00332,Electronics,11848.58,2.4,In Stock,Word of Mouth,5
CUST00333,34,Male,Kolkata,Gold,36,ORD000333,2023-11-29,1828.67,1,UPI,1,Yes,PROD00333,Accessories,1495.35,4.3,In Stock,Google Ads,1
CUST00334,61,Male,Mumbai,Regular,54,ORD000334,2023-11-30,2628.47,8,Net Banking,15,Yes,PROD00334,Groceries,623.32,1.2,In Stock,Email Marketing,3
CUST00335,45,Female,Mumbai,Gold,26,ORD000335,2023-12-01,977.23,3,UPI,38,No,PROD00335,Clothing,5294.47,4.0,Out of Stock,Word of Mouth,3
CUST00336,47,Female,Mumbai,Gold,75,ORD000336,2023-12-02,3358.89,6,UPI,12,No,PROD00336,Clothing,10807.54,2.1,In Stock,Email Marketing,1
CUST00337,46,Male,Kolkata,Regular,72,ORD000337,2023-12-03,4989.2,7,Wallet,36,No,PROD00337,Accessories,18161.57,2.9,Out of Stock,Google Ads,7
CUST00338,63,Female,Hyderabad,Silver,40,ORD000338,2023-12-04,2368.35,1,UPI,16,Yes,PROD00338,Clothing,16944.06,4.3,In Stock,Word of Mouth,1
CUST00339,23,Female,Delhi,Gold,43,ORD000339,2023-12-05,1902.7,6,Credit Card,20,Yes,PROD00339,Electronics,9859.88,2.1,In Stock,Word of Mouth,7
CUST00340,52,Female,Kolkata,Silver,22,ORD000340,2023-12-06,2123.38,7,Credit Card,43,Yes,PROD00340,Accessories,837.33,1.7,In Stock,Social Media,4
CUST00341,58,Male,Kolkata,Gold,20,ORD000341,2023-12-07,752.7,6,Credit Card,18,Yes,PROD00341,Groceries,10751.53,3.7,Out of Stock,Word of Mouth,9
CUST00342,54,Male,Delhi,Gold,8,ORD000342,2023-12-08,4439.71,4,Wallet,6,Yes,PROD00342,Accessories,14125.43,3.1,In Stock,Google Ads,7
CUST00343,41,Female,Mumbai,Regular,29,ORD000343,2023-12-09,2191.16,1,Credit Card,37,No,PROD00343,Accessories,6849.37,3.1,In Stock,Email Marketing,5
CUST00344,46,Male,Chennai,Regular,40,ORD000344,2023-12-10,2058.92,9,Wallet,7,No,PROD00344,Groceries,2310.16,2.0,Out of Stock,Word of Mouth,7
CUST00345,63,Female,Delhi,Gold,90,ORD000345,2023-12-11,3366.51,4,Wallet,12,No,PROD00345,Clothing,5643.5,1.1,In Stock,Google Ads,9
CUST00346,48,Female,Hyderabad,Silver,30,ORD000346,2023-12-12,2321.76,7,Credit Card,36,No,PROD00346,Groceries,15454.62,2.6,In Stock,Google Ads,10
CUST00347,52,Female,Bangalore,Regular,81,ORD000347,2023-12-13,3311.52,7,UPI,1,No,PROD00347,Electronics,7089.75,1.4,In Stock,Word of Mouth,6
CUST00348,50,Female,Bangalore,Regular,84,ORD000348,2023-12-14,494.94,2,Net Banking,40,Yes,PROD00348,Clothing,16258.43,4.6,In Stock,Social Media,1
CUST00349,38,Other,Pune,Silver,55,ORD000349,2023-12-15,4105.87,1,Wallet,10,Yes,PROD00349,Accessories,6458.48,1.2,In Stock,Word of Mouth,6
CUST00350,49,Male,Pune,Gold,16,ORD000350,2023-12-16,4714.42,8,Credit Card,23,No,PROD00350,Clothing,3354.75,2.7,In Stock,Word of Mouth,1
CUST00351,40,Female,Kolkata,Gold,46,ORD000351,2023-12-17,3314.07,8,Wallet,5,No,PROD00351,Clothing,8773.38,1.2,In Stock,Social Media,4
CUST00352,50,Male,Bangalore,Silver,62,ORD000352,2023-12-18,4781.92,7,UPI,25,No,PROD00352,Electronics,9100.26,1.4,In Stock,Google Ads,8
CUST00353,20,Male,Chennai,Regular,7,ORD000353,2023-12-19,926.88,8,UPI,6,No,PROD00353,Clothing,420.55,3.6,In Stock,Word of Mouth,5
CUST00354,35,Female,Mumbai,Regular,80,ORD000354,2023-12-20,2491.6,3,Credit Card,38,No,PROD00354,Clothing,2429.2,3.6,In Stock,Social Media,5
CUST00355,42,Female,Hyderabad,Gold,45,ORD000355,2023-12-21,3088.67,2,Wallet,18,No,PROD00355,Clothing,3780.03,1.1,Out of Stock,Email Marketing,10
CUST00356,59,Other,Pune,Regular,59,ORD000356,2023-12-22,2992.34,7,Net Banking,5,No,PROD00356,Accessories,2360.39,1.0,Out of Stock,Email Marketing,8
CUST00357,48,Female,Chennai,Regular,56,ORD000357,2023-12-23,2127.02,8,Net Banking,42,No,PROD00357,Clothing,6896.37,1.3,In Stock,Social Media,8
CUST00358,20,Male,Hyderabad,Regular,48,ORD000358,2023-12-24,1822.81,1,Wallet,28,No,PROD00358,Groceries,19295.99,4.1,In Stock,Google Ads,1
CUST00359,57,Male,Hyderabad,Silver,27,ORD000359,2023-12-25,808.76,9,Wallet,42,No,PROD00359,Clothing,10233.53,3.3,In Stock,Social Media,5
CUST00360,63,Female,Mumbai,Gold,53,ORD000360,2023-12-26,2080.36,4,Wallet,38,Yes,PROD00360,Electronics,12588.36,1.2,In Stock,Google Ads,5
CUST00361,41,Male,Kolkata,Regular,87,ORD000361,2023-12-27,980.77,4,Credit Card,1,No,PROD00361,Clothing,7192.09,3.0,In Stock,Email Marketing,8
CUST00362,49,Male,Bangalore,Regular,88,ORD000362,2023-12-28,3724.96,3,UPI,18,No,PROD00362,Clothing,6537.41,3.8,In Stock,Word of Mouth,1
CUST00363,64,Male,Mumbai,Silver,73,ORD000363,2023-12-29,1202.39,6,Net Banking,3,No,PROD00363,Accessories,560.62,4.5,In Stock,Social Media,7
CUST00364,39,Male,Chennai,Platinum,35,ORD000364,2023-12-30,481.11,1,Credit Card,5,No,PROD00364,Groceries,10056.64,4.7,In Stock,Email Marketing,7
CUST00365,40,Male,Kolkata,Regular,51,ORD000365,2023-12-31,2851.36,6,Wallet,48,No,PROD00365,Clothing,9723.82,2.3,In Stock,Word of Mouth,9
CUST00366,19,Male,Chennai,Regular,84,ORD000366,2024-01-01,3057.1,2,Wallet,36,No,PROD00366,Groceries,3240.83,1.5,In Stock,Email Marketing,2
CUST00367,44,Male,Kolkata,Regular,37,ORD000367,2024-01-02,4385.18,9,UPI,27,No,PROD00367,Electronics,15310.05,1.9,In Stock,Social Media,3
CUST00368,59,Male,Pune,Gold,81,ORD000368,2024-01-03,2969.51,2,Wallet,29,No,PROD00368,Accessories,9904.22,4.1,In Stock,Social Media,4
CUST00369,19,Other,Chennai,Regular,95,ORD000369,2024-01-04,1858.31,7,Credit Card,6,No,PROD00369,Groceries,6845.98,4.9,In Stock,Word of Mouth,1
CUST00370,43,Male,Mumbai,Regular,57,ORD000370,2024-01-05,4054.46,1,Credit Card,8,No,PROD00370,Accessories,3023.49,2.9,Out of Stock,Social Media,7
CUST00371,34,Male,Kolkata,Silver,8,ORD000371,2024-01-06,2793.34,7,UPI,24,No,PROD00371,Clothing,11088.0,2.2,In Stock,Email Marketing,10
CUST00372,57,Female,Kolkata,Silver,79,ORD000372,2024-01-07,580.55,5,Credit Card,32,Yes,PROD00372,Electronics,15081.06,2.7,In Stock,Word of Mouth,3
CUST00373,50,Male,Hyderabad,Regular,95,ORD000373,2024-01-08,2916.08,8,Net Banking,0,No,PROD00373,Accessories,5711.79,2.2,In Stock,Word of Mouth,3
CUST00374,26,Female,Hyderabad,Gold,94,ORD000374,2024-01-09,4558.49,4,Credit Card,5,No,PROD00374,Clothing,4454.01,2.0,In Stock,Email Marketing,3
CUST00375,60,Female,Delhi,Regular,20,ORD000375,2024-01-10,2102.3,7,Credit Card,17,No,PROD00375,Groceries,10486.51,3.4,In Stock,Google Ads,8
CUST00376,56,Male,Chennai,Silver,53,ORD000376,2024-01-11,1622.36,6,Credit Card,9,No,PROD00376,Electronics,3191.33,1.1,In Stock,Word of Mouth,9
CUST00377,46,Male,Hyderabad,Regular,12,ORD000377,2024-01-12,888.65,5,Net Banking,27,No,PROD00377,Electronics,13365.61,2.0,In Stock,Google Ads,10
CUST00378,59,Female,Delhi,Silver,49,ORD000378,2024-01-13,926.94,4,Wallet,10,No,PROD00378,Groceries,12146.34,3.6,In Stock,Email Marketing,2
CUST00379,43,Female,Pune,Regular,17,ORD000379,2024-01-14,2277.3,7,Credit Card,32,No,PROD00379,Groceries,1832.93,1.1,In Stock,Email Marketing,10
CUST00380,52,Male,Pune,Gold,64,ORD000380,2024-01-15,3059.26,5,UPI,0,No,PROD00380,Electronics,826.76,1.3,In Stock,Word of Mouth,10
CUST00381,42,Female,Hyderabad,Silver,42,ORD000381,2024-01-16,586.95,5,Net Banking,12,Yes,PROD00381,Accessories,12443.74,2.2,In Stock,Social Media,1
CUST00382,41,Male,Chennai,Silver,94,ORD000382,2024-01-17,4709.93,1,UPI,36,No,PROD00382,Electronics,5956.45,4.5,Out of Stock,Word of Mouth,9
CUST00383,30,Other,Kolkata,Silver,29,ORD000383,2024-01-18,3824.64,2,Credit Card,19,No,PROD00383,Groceries,1820.27,4.1,In Stock,Social Media,6
CUST00384,24,Male,Bangalore,Silver,19,ORD000384,2024-01-19,3015.79,5,UPI,0,No,PROD00384,Accessories,15212.63,1.1,In Stock,Google Ads,9
CUST00385,53,Female,Chennai,Regular,11,ORD000385,2024-01-20,4176.51,3,Credit Card,2,Yes,PROD00385,Clothing,6349.48,3.0,In Stock,Social Media,6
CUST00386,62,Female,Mumbai,Regular,98,ORD000386,2024-01-21,584.9,2,Net Banking,17,No,PROD00386,Electronics,9246.03,2.1,In Stock,Word of Mouth,2
CUST00387,37,Female,Pune,Gold,50,ORD000387,2024-01-22,2488.83,4,UPI,40,No,PROD00387,Groceries,4812.58,3.6,In Stock,Social Media,1
CUST00388,18,Female,Hyderabad,Regular,71,ORD000388,2024-01-23,3224.45,4,UPI,13,No,PROD00388,Clothing,12583.61,3.9,In Stock,Email Marketing,8
CUST00389,25,Male,Hyderabad,Silver,58,ORD000389,2024-01-24,4177.53,4,Credit Card,30,No,PROD00389,Electronics,6099.62,4.5,In Stock,Google Ads,3
CUST00390,63,Male,Kolkata,Platinum,34,ORD000390,2024-01-25,3960.65,4,Credit Card,26,No,PROD00390,Electronics,19363.62,2.9,In Stock,Email Marketing,1
CUST00391,33,Male,Mumbai,Regular,20,ORD000391,2024-01-26,1529.93,3,Wallet,16,No,PROD00391,Accessories,14088.66,5.0,Out of Stock,Email Marketing,8
CUST00392,31,Male,Kolkata,Silver,50,ORD000392,2024-01-27,4716.22,7,Credit Card,45,No,PROD00392,Groceries,2820.77,4.9,In Stock,Email Marketing,1
CUST00393,29,Female,Mumbai,Regular,88,ORD000393,2024-01-28,796.86,9,Credit Card,28,No,PROD00393,Clothing,8392.23,4.5,In Stock,Email Marketing,8
CUST00394,40,Male,Bangalore,Silver,10,ORD000394,2024-01-29,4400.64,5,Wallet,35,No,PROD00394,Electronics,7769.88,3.3,In Stock,Social Media,1
CUST00395,32,Male,Pune,Regular,32,ORD000395,2024-01-30,4860.51,4,Credit Card,36,No,PROD00395,Accessories,10731.52,2.6,In Stock,Email Marketing,9
CUST00396,45,Other,Hyderabad,Regular,52,ORD000396,2024-01-31,1050.34,2,Credit Card,25,Yes,PROD00396,Clothing,16854.42,2.5,In Stock,Social Media,9
CUST00397,51,Female,Hyderabad,Silver,15,ORD000397,2024-02-01,3665.92,2,Wallet,16,No,PROD00397,Clothing,11710.1,1.0,Out of Stock,Email Marketing,9
CUST00398,19,Female,Bangalore,Gold,84,ORD000398,2024-02-02,393.37,5,Net Banking,21,No,PROD00398,Electronics,1324.98,2.0,In Stock,Word of Mouth,3
CUST00399,49,Other,Delhi,Silver,3,ORD000399,2024-02-03,2146.03,7,Net Banking,24,No,PROD00399,Clothing,13142.77,3.9,In Stock,Email Marketing,4
CUST00400,40,Male,Pune,Silver,37,ORD000400,2024-02-04,2678.16,9,Credit Card,1,Yes,PROD00400,Electronics,264.48,3.4,Out of Stock,Word of Mouth,5
CUST00401,39,Male,Kolkata,Regular,40,ORD000401,2024-02-05,2987.1,7,Credit Card,21,Yes,PROD00401,Accessories,15621.21,4.7,In Stock,Social Media,6
CUST00402,42,Female,Bangalore,Silver,72,ORD000402,2024-02-06,4692.5,5,Wallet,4,No,PROD00402,Accessories,13366.06,1.2,In Stock,Google Ads,9
CUST00403,39,Female,Kolkata,Regular,40,ORD000403,2024-02-07,3426.8,6,Wallet,3,No,PROD00403,Clothing,6244.83,1.6,In Stock,Social Media,4
CUST00404,39,Male,Chennai,Gold,56,ORD000404,2024-02-08,2510.13,3,Net Banking,35,No,PROD00404,Electronics,5919.59,4.2,In Stock,Google Ads,6
CUST00405,59,Female,Hyderabad,Gold,23,ORD000405,2024-02-09,4086.44,5,UPI,5,No,PROD00405,Groceries,15985.63,2.4,In Stock,Google Ads,1
CUST00406,23,Male,Kolkata,Silver,11,ORD000406,2024-02-10,4762.56,8,Credit Card,20,No,PROD00406,Accessories,15688.4,1.5,In Stock,Email Marketing,2
CUST00407,32,Male,Mumbai,Gold,64,ORD000407,2024-02-11,305.92,1,UPI,12,Yes,PROD00407,Electronics,7110.82,5.0,In Stock,Google Ads,8
CUST00408,60,Female,Kolkata,Regular,8,ORD000408,2024-02-12,4916.1,1,UPI,36,No,PROD00408,Electronics,6049.06,4.1,In Stock,Social Media,4
CUST00409,54,Female,Chennai,Silver,93,ORD000409,2024-02-13,613.43,7,Wallet,24,No,PROD00409,Electronics,11240.51,2.6,In Stock,Email Marketing,10
CUST00410,50,Female,Pune,Regular,94,ORD000410,2024-02-14,4109.06,5,Credit Card,25,No,PROD00410,Clothing,266.48,4.3,In Stock,Google Ads,7
CUST00411,25,Male,Hyderabad,Gold,56,ORD000411,2024-02-15,1545.61,5,Credit Card,38,No,PROD00411,Groceries,1745.07,3.7,In Stock,Social Media,4
CUST00412,61,Female,Bangalore,Regular,60,ORD000412,2024-02-16,834.46,1,Wallet,19,Yes,PROD00412,Clothing,2610.77,4.2,In Stock,Google Ads,9
CUST00413,61,Male,Chennai,Silver,10,ORD000413,2024-02-17,2311.31,9,UPI,32,Yes,PROD00413,Accessories,3789.7,4.3,In Stock,Google Ads,9
CUST00414,22,Male,Hyderabad,Gold,39,ORD000414,2024-02-18,3290.99,1,Wallet,13,No,PROD00414,Clothing,10289.16,1.3,In Stock,Email Marketing,4
CUST00415,56,Female,Kolkata,Regular,28,ORD000415,2024-02-19,2028.57,5,Net Banking,35,No,PROD00415,Electronics,19845.61,3.5,In Stock,Email Marketing,8
CUST00416,21,Female,Pune,Regular,49,ORD000416,2024-02-20,461.91,9,Credit Card,16,No,PROD00416,Clothing,13087.01,1.0,Out of Stock,Social Media,6
CUST00417,23,Female,Delhi,Silver,36,ORD000417,2024-02-21,3077.41,4,Net Banking,20,No,PROD00417,Electronics,1319.85,1.2,In Stock,Email Marketing,1
CUST00418,62,Female,Pune,Regular,13,ORD000418,2024-02-22,4531.54,8,Wallet,45,No,PROD00418,Groceries,10559.03,4.6,In Stock,Email Marketing,7
CUST00419,49,Female,Delhi,Regular,96,ORD000419,2024-02-23,2039.43,6,Credit Card,15,Yes,PROD00419,Clothing,9983.24,3.1,Out of Stock,Word of Mouth,1
CUST00420,47,Female,Mumbai,Regular,36,ORD000420,2024-02-24,1238.4,3,Net Banking,45,No,PROD00420,Clothing,2968.94,3.9,In Stock,Word of Mouth,3
CUST00421,64,Male,Pune,Regular,26,ORD000421,2024-02-25,2324.37,4,Net Banking,15,No,PROD00421,Clothing,18413.42,4.4,In Stock,Social Media,8
CUST00422,52,Male,Hyderabad,Gold,86,ORD000422,2024-02-26,432.14,2,UPI,19,Yes,PROD00422,Electronics,8871.23,4.8,In Stock,Email Marketing,9
CUST00423,57,Male,Delhi,Silver,4,ORD000423,2024-02-27,4138.34,1,Credit Card,28,No,PROD00423,Electronics,19891.73,4.5,In Stock,Social Media,3
CUST00424,33,Male,Bangalore,Regular,95,ORD000424,2024-02-28,4166.44,8,Net Banking,27,No,PROD00424,Clothing,8459.44,2.9,In Stock,Word of Mouth,1
CUST00425,30,Female,Hyderabad,Regular,82,ORD000425,2024-02-29,3022.4,1,Net Banking,7,No,PROD00425,Clothing,12198.36,2.3,In Stock,Word of Mouth,1
CUST00426,59,Female,Bangalore,Regular,64,ORD000426,2024-03-01,1894.89,1,UPI,23,No,PROD00426,Groceries,2184.77,1.6,In Stock,Word of Mouth,7
CUST00427,47,Male,Pune,Regular,38,ORD000427,2024-03-02,4038.96,4,Net Banking,2,No,PROD00427,Groceries,9139.13,2.6,In Stock,Social Media,5
CUST00428,36,Male,Bangalore,Regular,88,ORD000428,2024-03-03,2862.5,6,Net Banking,24,No,PROD00428,Accessories,4851.44,2.5,In Stock,Email Marketing,1
CUST00429,34,Female,Delhi,Regular,87,ORD000429,2024-03-04,4164.48,9,Net Banking,18,No,PROD00429,Groceries,16727.74,3.2,In Stock,Google Ads,6
CUST00430,36,Male,Hyderabad,Regular,22,ORD000430,2024-03-05,3231.0,1,UPI,32,No,PROD00430,Groceries,15700.0,3.7,In Stock,Email Marketing,6
CUST00431,45,Female,Kolkata,Silver,2,ORD000431,2024-03-06,3965.15,7,Net Banking,1,No,PROD00431,Groceries,16501.18,4.9,In Stock,Social Media,4
CUST00432,43,Female,Chennai,Regular,31,ORD000432,2024-03-07,3073.1,5,Net Banking,14,No,PROD00432,Electronics,14499.83,3.9,Out of Stock,Word of Mouth,7
CUST00433,54,Female,Delhi,Silver,11,ORD000433,2024-03-08,2187.88,8,Credit Card,21,No,PROD00433,Groceries,16670.4,3.6,In Stock,Google Ads,7
CUST00434,43,Female,Delhi,Silver,92,ORD000434,2024-03-09,4798.14,7,Credit Card,9,No,PROD00434,Groceries,4096.49,2.3,In Stock,Social Media,9
CUST00435,40,Female,Kolkata,Silver,46,ORD000435,2024-03-10,2797.35,4,UPI,17,No,PROD00435,Clothing,9095.67,1.1,In Stock,Word of Mouth,1
CUST00436,26,Male,Hyderabad,Silver,96,ORD000436,2024-03-11,3104.43,4,Wallet,21,Yes,PROD00436,Electronics,13867.75,2.2,Out of Stock,Social Media,5
CUST00437,29,Female,Hyderabad,Silver,62,ORD000437,2024-03-12,1258.34,6,Credit Card,45,No,PROD00437,Accessories,12784.11,4.1,In Stock,Google Ads,10
CUST00438,18,Female,Pune,Gold,69,ORD000438,2024-03-13,3203.12,6,UPI,48,No,PROD00438,Accessories,14355.45,1.8,In Stock,Word of Mouth,3
CUST00439,18,Male,Bangalore,Silver,64,ORD000439,2024-03-14,2943.72,9,Net Banking,26,No,PROD00439,Groceries,4562.74,3.8,Out of Stock,Email Marketing,7
CUST00440,64,Female,Pune,Silver,10,ORD000440,2024-03-15,1087.22,5,Net Banking,12,No,PROD00440,Accessories,2058.85,3.3,Out of Stock,Social Media,4
CUST00441,51,Female,Kolkata,Gold,40,ORD000441,2024-03-16,486.02,8,UPI,32,No,PROD00441,Accessories,18344.45,1.7,In Stock,Google Ads,4
CUST00442,49,Female,Pune,Silver,24,ORD000442,2024-03-17,3100.92,5,Net Banking,4,No,PROD00442,Accessories,11247.42,2.0,In Stock,Email Marketing,1
CUST00443,42,Female,Kolkata,Regular,99,ORD000443,2024-03-18,3865.72,2,Net Banking,25,No,PROD00443,Groceries,3161.14,3.0,In Stock,Google Ads,1
CUST00444,57,Female,Hyderabad,Regular,44,ORD000444,2024-03-19,2712.33,6,Wallet,12,No,PROD00444,Accessories,15889.39,2.7,Out of Stock,Social Media,10
CUST00445,62,Female,Bangalore,Regular,60,ORD000445,2024-03-20,1288.51,9,Net Banking,26,No,PROD00445,Groceries,18307.11,4.1,In Stock,Google Ads,2
CUST00446,18,Female,Pune,Gold,62,ORD000446,2024-03-21,3399.31,3,Credit Card,13,No,PROD00446,Clothing,3474.31,3.9,Out of Stock,Word of Mouth,2
CUST00447,33,Female,Delhi,Silver,87,ORD000447,2024-03-22,584.51,1,Net Banking,23,No,PROD00447,Clothing,16366.51,3.3,In Stock,Google Ads,1
CUST00448,56,Female,Mumbai,Gold,17,ORD000448,2024-03-23,2320.8,1,UPI,2,No,PROD00448,Accessories,18671.18,4.3,In Stock,Social Media,8
CUST00449,22,Female,Chennai,Silver,65,ORD000449,2024-03-24,984.16,3,Wallet,46,No,PROD00449,Clothing,18773.4,3.3,In Stock,Word of Mouth,6
CUST00450,39,Female,Delhi,Regular,95,ORD000450,2024-03-25,1085.4,5,Net Banking,48,No,PROD00450,Groceries,18291.71,4.9,In Stock,Google Ads,6
CUST00451,46,Male,Hyderabad,Regular,95,ORD000451,2024-03-26,1171.01,3,UPI,29,No,PROD00451,Clothing,10973.78,1.9,In Stock,Google Ads,10
CUST00452,20,Female,Chennai,Silver,57,ORD000452,2024-03-27,2056.19,9,Credit Card,34,No,PROD00452,Accessories,7188.61,3.9,In Stock,Word of Mouth,10
CUST00453,29,Female,Mumbai,Silver,55,ORD000453,2024-03-28,445.52,8,Net Banking,47,No,PROD00453,Groceries,244.73,2.5,In Stock,Email Marketing,9
CUST00454,43,Male,Mumbai,Platinum,53,ORD000454,2024-03-29,2109.41,3,Wallet,13,No,PROD00454,Electronics,1312.15,2.1,In Stock,Email Marketing,5
CUST00455,33,Female,Bangalore,Regular,56,ORD000455,2024-03-30,2656.2,9,Net Banking,11,Yes,PROD00455,Groceries,8633.9,1.7,In Stock,Word of Mouth,4
CUST00456,54,Male,Chennai,Silver,98,ORD000456,2024-03-31,2519.81,6,UPI,27,No,PROD00456,Clothing,8046.59,3.2,In Stock,Google Ads,6
CUST00457,39,Male,Bangalore,Silver,9,ORD000457,2024-04-01,2037.36,7,Wallet,43,No,PROD00457,Electronics,3775.81,1.9,In Stock,Email Marketing,8
CUST00458,46,Female,Delhi,Silver,22,ORD000458,2024-04-02,4227.9,4,Net Banking,28,Yes,PROD00458,Groceries,7970.05,1.8,In Stock,Word of Mouth,1
CUST00459,31,Male,Kolkata,Silver,13,ORD000459,2024-04-03,897.57,4,Credit Card,42,No,PROD00459,Electronics,3575.54,5.0,In Stock,Social Media,7
CUST00460,45,Female,Kolkata,Silver,89,ORD000460,2024-04-04,2627.34,2,Wallet,16,No,PROD00460,Electronics,16990.95,4.2,Out of Stock,Google Ads,8
CUST00461,22,Female,Kolkata,Regular,48,ORD000461,2024-04-05,497.8,5,Credit Card,39,No,PROD00461,Electronics,6034.08,4.0,In Stock,Social Media,9
CUST00462,64,Female,Chennai,Silver,18,ORD000462,2024-04-06,541.55,8,UPI,48,No,PROD00462,Groceries,12011.43,4.2,In Stock,Google Ads,8
CUST00463,47,Male,Kolkata,Silver,76,ORD000463,2024-04-07,2954.56,7,Net Banking,20,No,PROD00463,Clothing,10106.58,4.9,In Stock,Email Marketing,7
CUST00464,63,Male,Delhi,Gold,40,ORD000464,2024-04-08,2916.89,7,Credit Card,22,Yes,PROD00464,Groceries,1132.45,3.3,In Stock,Social Media,3
CUST00465,22,Female,Bangalore,Gold,17,ORD000465,2024-04-09,4414.56,6,UPI,19,Yes,PROD00465,Clothing,18850.45,1.9,In Stock,Social Media,2
CUST00466,29,Other,Chennai,Regular,15,ORD000466,2024-04-10,2877.79,3,Net Banking,10,No,PROD00466,Groceries,10591.8,4.4,Out of Stock,Word of Mouth,3
CUST00467,33,Female,Bangalore,Regular,15,ORD000467,2024-04-11,4807.0,5,UPI,33,No,PROD00467,Groceries,6568.65,4.0,Out of Stock,Email Marketing,4
CUST00468,43,Male,Chennai,Platinum,79,ORD000468,2024-04-12,433.74,1,Credit Card,9,No,PROD00468,Groceries,3246.72,2.7,In Stock,Email Marketing,4
CUST00469,43,Female,Bangalore,Silver,63,ORD000469,2024-04-13,670.44,7,UPI,9,No,PROD00469,Clothing,6836.68,2.9,In Stock,Google Ads,6
CUST00470,38,Female,Mumbai,Gold,39,ORD000470,2024-04-14,411.52,9,Wallet,42,No,PROD00470,Groceries,508.18,2.6,In Stock,Word of Mouth,7
CUST00471,56,Female,Bangalore,Regular,13,ORD000471,2024-04-15,1089.33,1,Net Banking,5,No,PROD00471,Electronics,7334.81,4.7,In Stock,Word of Mouth,4
CUST00472,53,Male,Kolkata,Silver,81,ORD000472,2024-04-16,2798.1,2,UPI,35,No,PROD00472,Groceries,10676.57,2.4,In Stock,Google Ads,10
CUST00473,50,Female,Mumbai,Gold,32,ORD000473,2024-04-17,3298.75,3,Credit Card,23,No,PROD00473,Electronics,17450.14,4.9,In Stock,Social Media,6
CUST00474,47,Female,Bangalore,Gold,9,ORD000474,2024-04-18,418.81,3,Net Banking,11,No,PROD00474,Accessories,13778.75,4.6,In Stock,Google Ads,9
CUST00475,54,Other,Chennai,Regular,40,ORD000475,2024-04-19,4740.66,8,Wallet,42,No,PROD00475,Accessories,2320.49,3.5,Out of Stock,Google Ads,6
CUST00476,40,Male,Chennai,Silver,20,ORD000476,2024-04-20,4242.39,7,Net Banking,22,Yes,PROD00476,Clothing,3040.15,3.3,In Stock,Google Ads,3
CUST00477,27,Female,Chennai,Silver,90,ORD000477,2024-04-21,1623.74,6,Wallet,26,Yes,PROD00477,Clothing,8619.66,2.5,In Stock,Word of Mouth,1
CUST00478,22,Female,Hyderabad,Regular,91,ORD000478,2024-04-22,570.5,4,Net Banking,44,No,PROD00478,Accessories,3994.58,1.1,In Stock,Google Ads,10
CUST00479,53,Male,Delhi,Silver,85,ORD000479,2024-04-23,1015.46,9,UPI,36,No,PROD00479,Groceries,654.21,1.5,Out of Stock,Google Ads,10
CUST00480,51,Female,Chennai,Silver,82,ORD000480,2024-04-24,809.33,1,UPI,5,No,PROD00480,Groceries,16119.8,4.0,In Stock,Google Ads,5
CUST00481,48,Female,Mumbai,Gold,77,ORD000481,2024-04-25,791.76,2,Credit Card,0,No,PROD00481,Groceries,488.5,2.9,In Stock,Email Marketing,10
CUST00482,27,Male,Chennai,Regular,80,ORD000482,2024-04-26,2689.1,4,Wallet,5,No,PROD00482,Accessories,16630.72,1.6,In Stock,Social Media,10
CUST00483,36,Male,Hyderabad,Regular,73,ORD000483,2024-04-27,1380.07,3,Credit Card,49,No,PROD00483,Electronics,2967.67,2.1,In Stock,Social Media,3
